lat_grid,lon_grid,date,chlorophyll_mg_m3,ndci,cloud_cover_frac,pixel_valid,data_source
17.25,101.75,2023-01-18,2.2178,0.6321,0.24,1,MODIS_TERRA
21.5,105.25,2023-01-18,1.7319,0.552,0.46,1,MODIS_TERRA
21.75,105.25,2023-01-18,1.8227,0.5695,0.75,0,MODIS_TERRA
21.75,105.5,2023-01-18,1.6271,0.5299,0.38,1,MODIS_TERRA
22.0,105.75,2023-01-18,1.7474,0.555,0.17,1,MODIS_TERRA
22.0,106.0,2023-01-18,1.5895,0.5214,0.4,1,MODIS_TERRA
8.25,109.0,2023-01-19,2.3193,0.6453,0.14,1,MODIS_TERRA
8.5,108.75,2023-01-19,2.3609,0.6505,0.48,1,MODIS_TERRA
8.5,109.0,2023-01-19,2.3253,0.6461,0.14,1,MODIS_TERRA
8.75,108.5,2023-01-19,2.3354,0.6473,0.39,1,MODIS_TERRA
8.75,108.75,2023-01-19,2.3596,0.6503,0.27,1,MODIS_TERRA
9.0,108.5,2023-01-19,2.372,0.6518,0.06,1,MODIS_TERRA
12.75,120.5,2023-01-19,2.5262,0.6695,0.74,0,MODIS_TERRA
12.75,120.75,2023-01-19,2.5054,0.6673,0.07,1,MODIS_TERRA
12.75,121.0,2023-01-19,2.5873,0.6761,0.25,1,MODIS_TERRA
13.0,120.5,2023-01-19,2.5012,0.6668,0.15,1,MODIS_TERRA
13.0,120.75,2023-01-19,2.4385,0.6597,0.09,1,MODIS_TERRA
13.25,121.0,2023-01-19,2.3816,0.653,0.19,1,MODIS_TERRA
17.25,102.0,2023-01-19,2.2513,0.6365,0.59,0,MODIS_TERRA
17.5,101.75,2023-01-19,2.25,0.6364,0.13,1,MODIS_TERRA
17.5,102.0,2023-01-19,2.1986,0.6294,0.09,1,MODIS_TERRA
17.75,102.0,2023-01-19,2.2902,0.6416,0.15,1,MODIS_TERRA
20.75,104.75,2023-01-19,1.8497,0.5744,0.48,1,MODIS_TERRA
20.75,105.5,2023-01-19,1.6639,0.5379,0.54,0,MODIS_TERRA
21.0,105.0,2023-01-19,1.8148,0.568,0.47,1,MODIS_TERRA
21.25,104.75,2023-01-19,1.9564,0.5929,0.06,1,MODIS_TERRA
21.25,105.25,2023-01-19,1.6952,0.5445,0.48,1,MODIS_TERRA
21.5,105.5,2023-01-19,1.8319,0.5712,0.59,0,MODIS_TERRA
8.5,108.75,2023-01-20,2.2969,0.6425,0.23,1,MODIS_TERRA
8.75,108.25,2023-01-20,2.5968,0.6771,0.32,1,MODIS_TERRA
9.0,108.5,2023-01-20,2.3878,0.6537,0.36,1,MODIS_TERRA
9.0,108.75,2023-01-20,2.8052,0.6974,0.47,1,MODIS_TERRA
9.0,109.0,2023-01-20,2.3615,0.6505,0.64,0,MODIS_TERRA
13.0,120.5,2023-01-20,2.4827,0.6647,0.78,0,MODIS_TERRA
13.0,120.75,2023-01-20,2.608,0.6782,0.07,1,MODIS_TERRA
13.25,121.0,2023-01-20,2.4514,0.6612,0.21,1,MODIS_TERRA
13.5,120.5,2023-01-20,2.5362,0.6706,0.72,0,MODIS_TERRA
17.0,102.0,2023-01-20,2.5452,0.6716,0.56,0,MODIS_TERRA
17.25,101.75,2023-01-20,2.3504,0.6492,0.35,1,MODIS_TERRA
17.25,102.0,2023-01-20,2.3923,0.6543,0.02,1,MODIS_TERRA
17.5,102.0,2023-01-20,2.2009,0.6298,0.72,0,MODIS_TERRA
20.75,106.75,2023-01-20,1.4567,0.4889,0.36,1,MODIS_TERRA
21.0,106.0,2023-01-20,1.5863,0.5207,0.02,1,MODIS_TERRA
21.0,106.25,2023-01-20,1.6546,0.5359,0.19,1,MODIS_TERRA
21.25,105.5,2023-01-20,1.6958,0.5446,0.1,1,MODIS_TERRA
21.5,105.5,2023-01-20,1.6817,0.5416,0.12,1,MODIS_TERRA
8.5,108.5,2023-01-21,2.3239,0.6459,0.12,1,MODIS_TERRA
8.5,108.75,2023-01-21,2.3819,0.653,0.11,1,MODIS_TERRA
8.75,107.75,2023-01-21,2.444,0.6603,0.49,1,MODIS_TERRA
8.75,108.5,2023-01-21,2.4829,0.6648,0.74,0,MODIS_TERRA
8.75,108.75,2023-01-21,2.3808,0.6529,0.2,1,MODIS_TERRA
9.0,108.0,2023-01-21,2.39,0.654,0.7,0,MODIS_TERRA
13.0,120.75,2023-01-21,2.4628,0.6625,0.07,1,MODIS_TERRA
13.5,120.0,2023-01-21,2.6171,0.6792,0.76,0,MODIS_TERRA
13.5,120.5,2023-01-21,2.4681,0.6631,0.33,1,MODIS_TERRA
13.75,119.75,2023-01-21,2.5347,0.6705,0.29,1,MODIS_TERRA
13.75,120.0,2023-01-21,2.575,0.6748,0.26,1,MODIS_TERRA
20.5,106.25,2023-01-21,1.6015,0.5242,0.01,1,MODIS_TERRA
20.75,106.0,2023-01-21,1.7772,0.5609,0.21,1,MODIS_TERRA
20.75,106.25,2023-01-21,1.7198,0.5495,0.44,1,MODIS_TERRA
20.75,106.5,2023-01-21,1.5659,0.5159,0.6,0,MODIS_TERRA
20.75,106.75,2023-01-21,1.5312,0.5077,0.26,1,MODIS_TERRA
21.0,106.5,2023-01-21,1.8051,0.5662,0.38,1,MODIS_TERRA
1.0,112.0,2023-01-22,1.4331,0.4827,0.57,0,MODIS_TERRA
1.0,113.0,2023-01-22,1.5809,0.5194,0.58,0,MODIS_TERRA
2.0,107.0,2023-01-22,1.4659,0.4913,0.46,1,MODIS_TERRA
2.0,118.0,2023-01-22,2.3117,0.6443,0.07,1,MODIS_TERRA
2.75,109.25,2023-01-22,1.3925,0.4716,0.43,1,MODIS_TERRA
2.75,109.5,2023-01-22,1.425,0.4805,0.6,0,MODIS_TERRA
3.0,104.0,2023-01-22,1.9032,0.5839,0.02,1,MODIS_TERRA
3.0,108.75,2023-01-22,1.4774,0.4943,0.71,0,MODIS_TERRA
3.0,109.5,2023-01-22,1.4383,0.4841,0.64,0,MODIS_TERRA
3.0,118.0,2023-01-22,2.223,0.6328,0.5,0,MODIS_TERRA
3.25,108.5,2023-01-22,1.4809,0.4952,0.13,1,MODIS_TERRA
3.25,108.75,2023-01-22,1.4776,0.4943,0.11,1,MODIS_TERRA
3.5,108.5,2023-01-22,1.5071,0.5018,0.64,0,MODIS_TERRA
3.5,108.75,2023-01-22,1.665,0.5381,0.59,0,MODIS_TERRA
4.0,113.0,2023-01-22,1.6926,0.5439,0.61,0,MODIS_TERRA
5.0,107.0,2023-01-22,1.8116,0.5674,0.34,1,MODIS_TERRA
5.0,116.0,2023-01-22,2.0354,0.6056,0.69,0,MODIS_TERRA
5.0,119.0,2023-01-22,2.5955,0.677,0.78,0,MODIS_TERRA
6.0,97.0,2023-01-22,2.0654,0.6102,0.54,0,MODIS_TERRA
6.0,100.0,2023-01-22,2.6489,0.6824,0.07,1,MODIS_TERRA
6.0,108.0,2023-01-22,1.9053,0.5843,0.04,1,MODIS_TERRA
6.0,110.0,2023-01-22,2.1442,0.6218,0.7,0,MODIS_TERRA
8.0,110.0,2023-01-22,2.2506,0.6364,0.38,1,MODIS_TERRA
8.75,108.5,2023-01-22,2.3472,0.6488,0.21,1,MODIS_TERRA
9.0,108.0,2023-01-22,2.4324,0.659,0.44,1,MODIS_TERRA
9.25,108.75,2023-01-22,2.497,0.6663,0.26,1,MODIS_TERRA
9.5,108.75,2023-01-22,2.6847,0.686,0.69,0,MODIS_TERRA
9.5,109.0,2023-01-22,2.5679,0.674,0.77,0,MODIS_TERRA
10.0,105.0,2023-01-22,2.674,0.6849,0.77,0,MODIS_TERRA
10.0,108.75,2023-01-22,2.6648,0.684,0.31,1,MODIS_TERRA
10.5,108.5,2023-01-22,2.4836,0.6648,0.39,1,MODIS_TERRA
11.0,106.0,2023-01-22,2.3866,0.6536,0.03,1,MODIS_TERRA
14.0,111.0,2023-01-22,1.9048,0.5842,0.75,0,MODIS_TERRA
14.0,119.75,2023-01-22,2.614,0.6789,0.15,1,MODIS_TERRA
14.0,120.0,2023-01-22,2.6088,0.6783,0.65,0,MODIS_TERRA
14.0,120.25,2023-01-22,2.5137,0.6682,0.79,0,MODIS_TERRA
14.25,119.75,2023-01-22,2.5566,0.6728,0.17,1,MODIS_TERRA
14.25,120.0,2023-01-22,2.6717,0.6847,0.2,1,MODIS_TERRA
15.0,104.0,2023-01-22,2.0657,0.6102,0.61,0,MODIS_TERRA
16.0,106.0,2023-01-22,1.6094,0.5259,0.24,1,MODIS_TERRA
16.0,121.0,2023-01-22,2.5698,0.6742,0.7,0,MODIS_TERRA
17.0,95.0,2023-01-22,1.7631,0.5581,0.44,1,MODIS_TERRA
17.0,113.0,2023-01-22,1.6304,0.5306,0.59,0,MODIS_TERRA
18.0,111.0,2023-01-22,1.2767,0.4372,0.13,1,MODIS_TERRA
19.0,98.0,2023-01-22,2.3533,0.6495,0.63,0,MODIS_TERRA
19.0,107.0,2023-01-22,1.5443,0.5108,0.68,0,MODIS_TERRA
19.0,115.0,2023-01-22,1.782,0.5618,0.23,1,MODIS_TERRA
19.0,117.0,2023-01-22,2.1703,0.6255,0.73,0,MODIS_TERRA
20.0,107.0,2023-01-22,1.5829,0.5199,0.63,0,MODIS_TERRA
21.0,95.0,2023-01-22,1.7557,0.5567,0.61,0,MODIS_TERRA
21.0,105.0,2023-01-22,1.8202,0.569,0.03,1,MODIS_TERRA
21.0,105.75,2023-01-22,1.7783,0.5611,0.26,1,MODIS_TERRA
21.0,106.25,2023-01-22,1.6585,0.5367,0.56,0,MODIS_TERRA
21.0,107.0,2023-01-22,1.5472,0.5115,0.06,1,MODIS_TERRA
21.25,106.0,2023-01-22,1.5849,0.5204,0.74,0,MODIS_TERRA
21.25,106.25,2023-01-22,1.7974,0.5647,0.75,0,MODIS_TERRA
21.25,106.5,2023-01-22,1.6136,0.5269,0.48,1,MODIS_TERRA
2.0,110.5,2023-01-23,1.3251,0.4521,0.18,1,MODIS_TERRA
2.0,111.25,2023-01-23,1.3681,0.4647,0.02,1,MODIS_TERRA
2.25,110.5,2023-01-23,1.3455,0.4582,0.45,1,MODIS_TERRA
2.25,111.5,2023-01-23,1.4627,0.4905,0.19,1,MODIS_TERRA
2.5,110.0,2023-01-23,1.4408,0.4847,0.01,1,MODIS_TERRA
2.5,111.5,2023-01-23,1.6422,0.5332,0.07,1,MODIS_TERRA
2.75,109.5,2023-01-23,1.5224,0.5055,0.25,1,MODIS_TERRA
3.0,109.5,2023-01-23,1.917,0.5863,0.24,1,MODIS_TERRA
9.25,100.5,2023-01-23,2.5162,0.6685,0.43,1,MODIS_TERRA
9.25,100.75,2023-01-23,2.55,0.6721,0.29,1,MODIS_TERRA
9.5,100.25,2023-01-23,2.5237,0.6693,0.7,0,MODIS_TERRA
9.5,100.5,2023-01-23,2.5704,0.6743,0.26,1,MODIS_TERRA
9.75,100.5,2023-01-23,2.5586,0.6731,0.1,1,MODIS_TERRA
9.75,109.0,2023-01-23,2.686,0.6861,0.13,1,MODIS_TERRA
10.0,100.5,2023-01-23,2.5901,0.6764,0.48,1,MODIS_TERRA
10.0,108.75,2023-01-23,2.6241,0.6799,0.39,1,MODIS_TERRA
10.0,109.25,2023-01-23,2.5788,0.6752,0.21,1,MODIS_TERRA
10.0,109.5,2023-01-23,2.6268,0.6802,0.73,0,MODIS_TERRA
10.0,110.0,2023-01-23,2.5779,0.6751,0.29,1,MODIS_TERRA
10.25,108.75,2023-01-23,2.6417,0.6817,0.3,1,MODIS_TERRA
10.25,109.75,2023-01-23,2.5479,0.6719,0.42,1,MODIS_TERRA
13.75,119.75,2023-01-23,2.6712,0.6847,0.29,1,MODIS_TERRA
13.75,120.0,2023-01-23,2.6651,0.6841,0.06,1,MODIS_TERRA
14.0,119.75,2023-01-23,2.5522,0.6724,0.6,0,MODIS_TERRA
14.0,120.0,2023-01-23,2.7157,0.689,0.64,0,MODIS_TERRA
20.25,107.75,2023-01-23,1.3542,0.4607,0.79,0,MODIS_TERRA
20.5,106.5,2023-01-23,1.5131,0.5033,0.79,0,MODIS_TERRA
20.5,107.5,2023-01-23,1.4405,0.4847,0.16,1,MODIS_TERRA
20.75,107.0,2023-01-23,1.4562,0.4888,0.48,1,MODIS_TERRA
20.75,107.25,2023-01-23,1.5479,0.5117,0.43,1,MODIS_TERRA
21.0,107.0,2023-01-23,1.4553,0.4886,0.77,0,MODIS_TERRA
2.0,111.75,2023-01-24,1.289,0.441,0.74,0,MODIS_TERRA
2.5,111.75,2023-01-24,1.378,0.4675,0.23,1,MODIS_TERRA
2.75,110.5,2023-01-24,1.4319,0.4824,0.56,0,MODIS_TERRA
2.75,111.5,2023-01-24,1.6759,0.5404,0.75,0,MODIS_TERRA
2.75,111.75,2023-01-24,1.4809,0.4952,0.06,1,MODIS_TERRA
3.0,110.75,2023-01-24,1.538,0.5093,0.62,0,MODIS_TERRA
3.0,111.25,2023-01-24,1.4977,0.4994,0.08,1,MODIS_TERRA
3.25,111.0,2023-01-24,1.6448,0.5338,0.49,1,MODIS_TERRA
9.0,100.25,2023-01-24,2.5461,0.6717,0.35,1,MODIS_TERRA
9.0,110.5,2023-01-24,2.468,0.6631,0.17,1,MODIS_TERRA
9.25,100.25,2023-01-24,2.5986,0.6773,0.07,1,MODIS_TERRA
9.25,100.5,2023-01-24,2.5099,0.6678,0.42,1,MODIS_TERRA
9.25,110.5,2023-01-24,2.5145,0.6683,0.47,1,MODIS_TERRA
9.5,111.0,2023-01-24,2.5405,0.6711,0.8,0,MODIS_TERRA
9.75,110.0,2023-01-24,2.6581,0.6834,0.01,1,MODIS_TERRA
10.0,110.0,2023-01-24,2.5751,0.6748,0.35,1,MODIS_TERRA
10.0,110.25,2023-01-24,2.6984,0.6873,0.7,0,MODIS_TERRA
10.25,109.75,2023-01-24,2.7062,0.6881,0.65,0,MODIS_TERRA
10.25,110.25,2023-01-24,2.6441,0.6819,0.78,0,MODIS_TERRA
14.0,118.75,2023-01-24,2.9592,0.7109,0.02,1,MODIS_TERRA
14.25,119.25,2023-01-24,2.5238,0.6693,0.32,1,MODIS_TERRA
14.25,119.75,2023-01-24,2.7675,0.694,0.6,0,MODIS_TERRA
14.5,119.5,2023-01-24,2.5215,0.669,0.52,0,MODIS_TERRA
14.75,119.5,2023-01-24,2.5178,0.6686,0.07,1,MODIS_TERRA
20.0,107.5,2023-01-24,1.4179,0.4786,0.5,0,MODIS_TERRA
20.25,107.25,2023-01-24,1.4917,0.4979,0.44,1,MODIS_TERRA
20.25,107.5,2023-01-24,1.5176,0.5044,0.6,0,MODIS_TERRA
20.25,107.75,2023-01-24,1.344,0.4577,0.46,1,MODIS_TERRA
21.0,107.25,2023-01-24,1.3983,0.4732,0.12,1,MODIS_TERRA
3.0,110.75,2023-01-25,1.4932,0.4983,0.21,1,MODIS_TERRA
3.25,110.5,2023-01-25,1.5639,0.5155,0.18,1,MODIS_TERRA
3.25,110.75,2023-01-25,1.5786,0.5189,0.4,1,MODIS_TERRA
3.5,110.5,2023-01-25,1.5503,0.5123,0.39,1,MODIS_TERRA
3.5,110.75,2023-01-25,1.6449,0.5338,0.17,1,MODIS_TERRA
8.5,100.75,2023-01-25,2.5646,0.6737,0.09,1,MODIS_TERRA
8.75,100.5,2023-01-25,2.5522,0.6724,0.79,0,MODIS_TERRA
8.75,111.25,2023-01-25,3.1601,0.7268,0.17,1,MODIS_TERRA
9.0,100.25,2023-01-25,2.628,0.6803,0.25,1,MODIS_TERRA
9.0,111.25,2023-01-25,2.4377,0.6596,0.38,1,MODIS_TERRA
9.25,100.25,2023-01-25,2.604,0.6778,0.41,1,MODIS_TERRA
9.25,111.0,2023-01-25,2.6281,0.6803,0.59,0,MODIS_TERRA
9.5,110.75,2023-01-25,2.52,0.6689,0.41,1,MODIS_TERRA
9.5,111.0,2023-01-25,2.6914,0.6867,0.23,1,MODIS_TERRA
9.5,111.25,2023-01-25,2.764,0.6936,0.64,0,MODIS_TERRA
14.0,118.75,2023-01-25,2.4013,0.6553,0.16,1,MODIS_TERRA
14.25,118.5,2023-01-25,2.5204,0.6689,0.16,1,MODIS_TERRA
14.5,118.75,2023-01-25,2.3789,0.6526,0.41,1,MODIS_TERRA
14.75,118.75,2023-01-25,2.4058,0.6559,0.57,0,MODIS_TERRA
14.75,119.0,2023-01-25,2.4618,0.6624,0.41,1,MODIS_TERRA
20.5,106.25,2023-01-25,1.5955,0.5228,0.01,1,MODIS_TERRA
20.5,106.5,2023-01-25,1.6811,0.5415,0.19,1,MODIS_TERRA
20.75,106.75,2023-01-25,1.4872,0.4968,0.18,1,MODIS_TERRA
20.75,107.25,2023-01-25,1.4607,0.49,0.35,1,MODIS_TERRA
2.5,110.25,2023-01-26,1.5655,0.5159,0.09,1,MODIS_TERRA
2.5,110.5,2023-01-26,1.411,0.4767,0.13,1,MODIS_TERRA
2.5,110.75,2023-01-26,1.4483,0.4867,0.67,0,MODIS_TERRA
2.5,111.25,2023-01-26,1.4151,0.4778,0.29,1,MODIS_TERRA
3.0,111.0,2023-01-26,1.4585,0.4894,0.1,1,MODIS_TERRA
3.0,111.25,2023-01-26,1.775,0.5604,0.62,0,MODIS_TERRA
3.25,110.75,2023-01-26,1.5224,0.5055,0.11,1,MODIS_TERRA
3.25,111.5,2023-01-26,1.4979,0.4995,0.35,1,MODIS_TERRA
3.5,110.25,2023-01-26,1.5761,0.5183,0.72,0,MODIS_TERRA
8.5,111.25,2023-01-26,2.4066,0.656,0.46,1,MODIS_TERRA
8.75,100.75,2023-01-26,2.5267,0.6696,0.23,1,MODIS_TERRA
8.75,110.75,2023-01-26,2.4884,0.6654,0.09,1,MODIS_TERRA
8.75,111.0,2023-01-26,2.8573,0.7021,0.68,0,MODIS_TERRA
8.75,111.25,2023-01-26,2.4225,0.6578,0.67,0,MODIS_TERRA
9.0,100.75,2023-01-26,2.5238,0.6693,0.62,0,MODIS_TERRA
9.25,100.5,2023-01-26,2.619,0.6794,0.57,0,MODIS_TERRA
9.25,101.0,2023-01-26,2.4788,0.6643,0.33,1,MODIS_TERRA
14.0,118.75,2023-01-26,2.405,0.6558,0.75,0,MODIS_TERRA
14.0,119.0,2023-01-26,2.4479,0.6608,0.21,1,MODIS_TERRA
14.25,119.0,2023-01-26,2.5407,0.6711,0.26,1,MODIS_TERRA
14.5,118.75,2023-01-26,2.4033,0.6556,0.04,1,MODIS_TERRA
14.75,118.75,2023-01-26,2.4959,0.6662,0.27,1,MODIS_TERRA
20.0,106.75,2023-01-26,1.5118,0.5029,0.02,1,MODIS_TERRA
20.25,106.75,2023-01-26,1.7544,0.5564,0.55,0,MODIS_TERRA
20.25,107.0,2023-01-26,1.4545,0.4884,0.75,0,MODIS_TERRA
20.25,107.25,2023-01-26,1.4394,0.4844,0.66,0,MODIS_TERRA
20.5,107.25,2023-01-26,1.434,0.4829,0.45,1,MODIS_TERRA
20.75,107.0,2023-01-26,1.6258,0.5296,0.73,0,MODIS_TERRA
2.5,111.25,2023-01-27,1.4009,0.4739,0.0,1,MODIS_TERRA
2.5,111.5,2023-01-27,1.4453,0.4859,0.79,0,MODIS_TERRA
2.75,110.75,2023-01-27,1.4379,0.484,0.8,0,MODIS_TERRA
2.75,111.5,2023-01-27,1.4647,0.491,0.78,0,MODIS_TERRA
3.0,110.75,2023-01-27,1.4917,0.4979,0.15,1,MODIS_TERRA
3.0,111.0,2023-01-27,1.6641,0.5379,0.61,0,MODIS_TERRA
3.0,111.25,2023-01-27,1.4946,0.4987,0.16,1,MODIS_TERRA
3.0,111.5,2023-01-27,1.7549,0.5565,0.42,1,MODIS_TERRA
3.25,111.25,2023-01-27,1.5748,0.518,0.17,1,MODIS_TERRA
8.5,111.75,2023-01-27,2.3815,0.653,0.68,0,MODIS_TERRA
8.5,112.0,2023-01-27,2.3756,0.6523,0.33,1,MODIS_TERRA
8.75,111.5,2023-01-27,2.5256,0.6695,0.32,1,MODIS_TERRA
8.75,112.0,2023-01-27,2.4306,0.6588,0.39,1,MODIS_TERRA
8.75,112.25,2023-01-27,2.4323,0.659,0.76,0,MODIS_TERRA
9.0,111.25,2023-01-27,2.5316,0.6701,0.52,0,MODIS_TERRA
9.0,111.75,2023-01-27,2.5278,0.6697,0.02,1,MODIS_TERRA
9.25,101.0,2023-01-27,2.5425,0.6713,0.4,1,MODIS_TERRA
9.5,101.25,2023-01-27,2.5487,0.672,0.64,0,MODIS_TERRA
9.5,101.5,2023-01-27,2.5309,0.6701,0.09,1,MODIS_TERRA
9.5,101.75,2023-01-27,2.5304,0.67,0.15,1,MODIS_TERRA
14.25,118.75,2023-01-27,2.4546,0.6615,0.25,1,MODIS_TERRA
14.5,118.5,2023-01-27,2.3799,0.6528,0.52,0,MODIS_TERRA
14.5,118.75,2023-01-27,2.416,0.6571,0.72,0,MODIS_TERRA
20.5,106.5,2023-01-27,1.5694,0.5168,0.16,1,MODIS_TERRA
20.75,106.75,2023-01-27,1.8438,0.5733,0.6,0,MODIS_TERRA
20.75,107.0,2023-01-27,1.5842,0.5202,0.6,0,MODIS_TERRA
21.0,106.75,2023-01-27,1.5196,0.5049,0.56,0,MODIS_TERRA
21.0,107.0,2023-01-27,1.5791,0.519,0.67,0,MODIS_TERRA
2.25,110.75,2023-01-28,1.4884,0.4971,0.14,1,MODIS_TERRA
2.25,111.0,2023-01-28,1.4423,0.4851,0.68,0,MODIS_TERRA
2.5,110.5,2023-01-28,1.4803,0.495,0.38,1,MODIS_TERRA
2.5,110.75,2023-01-28,1.4403,0.4846,0.78,0,MODIS_TERRA
9.0,112.0,2023-01-28,2.9156,0.7072,0.3,1,MODIS_TERRA
9.25,112.25,2023-01-28,2.598,0.6772,0.27,1,MODIS_TERRA
9.75,102.0,2023-01-28,2.6383,0.6814,0.5,0,MODIS_TERRA
9.75,111.75,2023-01-28,2.767,0.6939,0.65,0,MODIS_TERRA
9.75,112.25,2023-01-28,2.7526,0.6926,0.04,1,MODIS_TERRA
10.0,102.0,2023-01-28,2.641,0.6816,0.55,0,MODIS_TERRA
10.0,102.25,2023-01-28,2.7063,0.6881,0.63,0,MODIS_TERRA
10.0,102.5,2023-01-28,2.7162,0.6891,0.05,1,MODIS_TERRA
10.0,112.0,2023-01-28,2.6702,0.6846,0.04,1,MODIS_TERRA
10.25,102.0,2023-01-28,2.7403,0.6914,0.08,1,MODIS_TERRA
10.25,111.25,2023-01-28,2.7095,0.6884,0.39,1,MODIS_TERRA
10.5,111.25,2023-01-28,2.5833,0.6757,0.29,1,MODIS_TERRA
14.25,118.25,2023-01-28,2.3665,0.6511,0.33,1,MODIS_TERRA
14.5,117.75,2023-01-28,2.2801,0.6403,0.21,1,MODIS_TERRA
14.5,118.25,2023-01-28,2.4301,0.6587,0.18,1,MODIS_TERRA
14.5,118.5,2023-01-28,2.5004,0.6667,0.45,1,MODIS_TERRA
14.75,118.5,2023-01-28,2.4234,0.6579,0.05,1,MODIS_TERRA
21.0,106.75,2023-01-28,1.7404,0.5537,0.58,0,MODIS_TERRA
21.25,106.5,2023-01-28,1.6913,0.5437,0.06,1,MODIS_TERRA
21.5,107.0,2023-01-28,1.7107,0.5477,0.05,1,MODIS_TERRA
21.75,106.75,2023-01-28,1.6567,0.5363,0.4,1,MODIS_TERRA
21.75,107.0,2023-01-28,1.5766,0.5184,0.48,1,MODIS_TERRA
22.0,107.0,2023-01-28,1.6262,0.5297,0.33,1,MODIS_TERRA
1.0,111.0,2023-01-29,1.2424,0.4261,0.55,0,MODIS_TERRA
2.0,96.0,2023-01-29,2.1991,0.6295,0.8,0,MODIS_TERRA
2.0,111.5,2023-01-29,1.3911,0.4712,0.17,1,MODIS_TERRA
2.25,111.25,2023-01-29,1.3776,0.4674,0.39,1,MODIS_TERRA
2.25,111.5,2023-01-29,1.4089,0.4762,0.38,1,MODIS_TERRA
2.5,111.25,2023-01-29,1.5664,0.5161,0.06,1,MODIS_TERRA
2.5,111.75,2023-01-29,1.4366,0.4836,0.24,1,MODIS_TERRA
2.75,111.25,2023-01-29,1.6332,0.5312,0.73,0,MODIS_TERRA
2.75,112.0,2023-01-29,1.5436,0.5107,0.75,0,MODIS_TERRA
3.0,111.0,2023-01-29,1.4908,0.4977,0.03,1,MODIS_TERRA
3.0,112.0,2023-01-29,1.5859,0.5206,0.04,1,MODIS_TERRA
3.0,114.0,2023-01-29,2.2029,0.63,0.65,0,MODIS_TERRA
4.0,100.0,2023-01-29,2.6395,0.6815,0.17,1,MODIS_TERRA
4.0,110.0,2023-01-29,1.7671,0.5589,0.3,1,MODIS_TERRA
5.0,96.0,2023-01-29,2.0265,0.6042,0.04,1,MODIS_TERRA
5.0,104.0,2023-01-29,2.0989,0.6152,0.31,1,MODIS_TERRA
5.0,109.0,2023-01-29,1.8122,0.5675,0.78,0,MODIS_TERRA
5.0,113.0,2023-01-29,1.8189,0.5688,0.44,1,MODIS_TERRA
5.0,117.0,2023-01-29,2.4159,0.657,0.09,1,MODIS_TERRA
5.0,120.0,2023-01-29,2.8189,0.6987,0.14,1,MODIS_TERRA
6.0,109.0,2023-01-29,2.0095,0.6015,0.13,1,MODIS_TERRA
6.0,116.0,2023-01-29,2.0087,0.6014,0.1,1,MODIS_TERRA
8.0,101.0,2023-01-29,2.5487,0.672,0.49,1,MODIS_TERRA
8.0,108.0,2023-01-29,2.4276,0.6584,0.6,0,MODIS_TERRA
9.0,95.0,2023-01-29,2.4945,0.6661,0.67,0,MODIS_TERRA
9.0,120.0,2023-01-29,2.6707,0.6846,0.5,0,MODIS_TERRA
10.0,101.75,2023-01-29,2.64,0.6815,0.48,1,MODIS_TERRA
10.0,102.0,2023-01-29,2.7097,0.6884,0.14,1,MODIS_TERRA
10.0,106.0,2023-01-29,2.678,0.6853,0.65,0,MODIS_TERRA
10.0,119.0,2023-01-29,2.6372,0.6812,0.01,1,MODIS_TERRA
10.25,102.0,2023-01-29,2.6302,0.6805,0.08,1,MODIS_TERRA
11.0,104.0,2023-01-29,2.5793,0.6753,0.28,1,MODIS_TERRA
13.0,99.0,2023-01-29,2.4913,0.6657,0.46,1,MODIS_TERRA
13.0,108.0,2023-01-29,2.1995,0.6296,0.39,1,MODIS_TERRA
13.0,110.0,2023-01-29,2.1834,0.6273,0.63,0,MODIS_TERRA
13.0,117.0,2023-01-29,2.1401,0.6212,0.8,0,MODIS_TERRA
14.0,95.0,2023-01-29,2.1726,0.6258,0.29,1,MODIS_TERRA
14.0,118.0,2023-01-29,2.4548,0.6616,0.31,1,MODIS_TERRA
14.25,118.0,2023-01-29,2.4385,0.6597,0.02,1,MODIS_TERRA
14.5,117.75,2023-01-29,2.3004,0.6429,0.35,1,MODIS_TERRA
14.75,117.5,2023-01-29,2.2242,0.6329,0.34,1,MODIS_TERRA
15.0,98.0,2023-01-29,2.3314,0.6468,0.06,1,MODIS_TERRA
17.0,95.0,2023-01-29,1.9243,0.5875,0.65,0,MODIS_TERRA
18.0,97.0,2023-01-29,2.187,0.6278,0.01,1,MODIS_TERRA
21.0,95.0,2023-01-29,1.9964,0.5994,0.4,1,MODIS_TERRA
21.0,120.0,2023-01-29,2.7108,0.6886,0.1,1,MODIS_TERRA
21.25,107.0,2023-01-29,1.488,0.497,0.71,0,MODIS_TERRA
21.5,107.0,2023-01-29,1.6088,0.5258,0.71,0,MODIS_TERRA
21.75,106.5,2023-01-29,1.6677,0.5387,0.58,0,MODIS_TERRA
21.75,107.0,2023-01-29,1.5156,0.5039,0.34,1,MODIS_TERRA
22.0,106.75,2023-01-29,1.5784,0.5189,0.72,0,MODIS_TERRA
3.0,112.25,2023-01-30,1.7767,0.5608,0.13,1,MODIS_TERRA
3.0,112.5,2023-01-30,1.5697,0.5168,0.34,1,MODIS_TERRA
3.25,111.75,2023-01-30,1.5349,0.5086,0.75,0,MODIS_TERRA
